"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1970",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1969",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1968",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1967",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1966",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1965",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1964",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1963",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1962",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1961",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1960",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1959",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1958",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1957",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1957",".209657","USD","Normal",""
